loss	val_loss
1.0274162292480469	0.1389676332473755
0.9432438015937805	0.1142844706773758
0.8747702836990356	0.08918168395757675
0.8132984042167664	0.0681062638759613
0.7473012208938599	0.05325080826878548
0.6914445757865906	0.041879985481500626
0.6324290633201599	0.03535441309213638
0.5715521574020386	0.03215816617012024
0.5190912485122681	0.03049786016345024
0.46409928798675537	0.029783550649881363
0.4191354811191559	0.02944212406873703
0.37349581718444824	0.029180487617850304
0.3368912637233734	0.029311206191778183
0.29568347334861755	0.030217953026294708
0.2629460096359253	0.032730747014284134
