loss	val_loss
0.5594730973243713	2.649919033050537
0.5140402317047119	2.5301756858825684
0.480876624584198	2.4398059844970703
0.45781874656677246	2.348520040512085
0.43663084506988525	2.255899429321289
0.42271560430526733	2.1663107872009277
0.40686917304992676	2.0833582878112793
0.38839244842529297	2.008812665939331
0.37360888719558716	1.9569776058197021
0.3671354055404663	1.886016607284546
0.3553762435913086	1.8329988718032837
0.3446023166179657	1.8036223649978638
0.3327760398387909	1.80318021774292
0.32251644134521484	1.7919678688049316
0.3124074637889862	1.8100481033325195
