loss	val_loss
0.7920875549316406	2.0180718898773193
0.7597509026527405	2.079643726348877
0.7370553016662598	2.1817376613616943
0.7182192802429199	2.3151626586914062
0.6987016201019287	2.48700213432312
0.6784241199493408	2.666686534881592
0.6579184532165527	2.8796138763427734
0.6377226114273071	3.1043589115142822
0.6159656047821045	3.324314832687378
0.5950192213058472	3.531386613845825
0.5715519189834595	3.7243711948394775
0.5532099604606628	3.942903518676758
0.5270988941192627	4.141242504119873
0.5113016366958618	4.318542003631592
0.48901206254959106	4.488637447357178
