loss	val_loss
1.1001478433609009	0.16381704807281494
1.044611930847168	0.1593978852033615
1.0000336170196533	0.16209560632705688
0.967160165309906	0.16591012477874756
0.9404097199440002	0.17499783635139465
0.9126137495040894	0.19491581618785858
0.8830550909042358	0.2183985859155655
0.8532711863517761	0.24578554928302765
0.8221955895423889	0.2855350375175476
0.7922094464302063	0.33978012204170227
0.758754312992096	0.39989173412323
0.7310272455215454	0.4704982042312622
0.7042001485824585	0.5407346487045288
0.6818286180496216	0.6137179732322693
0.6549060940742493	0.7057725191116333
