loss	val_loss
1.1435915231704712	0.6477681398391724
1.0807052850723267	0.7062714099884033
1.0250002145767212	0.7269508242607117
0.9780823588371277	0.7277553081512451
0.9245025515556335	0.696778416633606
0.8636485934257507	0.646896243095398
0.8197963833808899	0.5801181793212891
0.7641023397445679	0.4807923138141632
0.7123969197273254	0.38945069909095764
0.6566799879074097	0.32627519965171814
0.5980340838432312	0.26531314849853516
0.5426848530769348	0.20174606144428253
0.47215205430984497	0.14083366096019745
0.4200948178768158	0.09739603847265244
0.35635560750961304	0.07695623487234116
