loss	val_loss
1.3447123765945435	0.19763267040252686
1.2745462656021118	0.18726128339767456
1.2302578687667847	0.17514607310295105
1.18949556350708	0.16407576203346252
1.1552276611328125	0.1537451148033142
1.124510407447815	0.14458295702934265
1.0904613733291626	0.13766559958457947
1.0468170642852783	0.1323433220386505
1.0043718814849854	0.1282711625099182
0.9615845680236816	0.12493327260017395
0.9120110273361206	0.12233072519302368
0.8647787570953369	0.11937946081161499
0.8036924600601196	0.11654308438301086
0.745758056640625	0.113521046936512
0.688320517539978	0.11030284315347672
