loss	val_loss
0.7880146503448486	0.16406865417957306
0.7183029055595398	0.16440409421920776
0.6921021938323975	0.16471102833747864
0.6571556925773621	0.1647210419178009
0.6132110357284546	0.16486723721027374
0.5579310655593872	0.1684643179178238
0.5138530731201172	0.1738307923078537
0.477572500705719	0.17950372397899628
0.44997310638427734	0.1858757734298706
0.4413384795188904	0.1930258572101593
0.4282167851924896	0.20159314572811127
0.4042927920818329	0.21409271657466888
0.37836432456970215	0.23332464694976807
0.36220937967300415	0.25453540682792664
0.34981802105903625	0.2776695787906647
