loss	val_loss
0.9655229449272156	0.8137718439102173
0.7614893913269043	0.7756074666976929
0.6790157556533813	0.7045044898986816
0.6190113425254822	0.6765373349189758
0.5655187368392944	0.6065439581871033
0.5146828293800354	0.571426510810852
0.4646851718425751	0.5276577472686768
0.42151907086372375	0.5057149529457092
0.37097635865211487	0.4841357171535492
0.3280429244041443	0.467143714427948
0.2960202693939209	0.4241659939289093
0.2670183777809143	0.403316468000412
0.2461874783039093	0.40291744470596313
0.2230919748544693	0.3832743763923645
0.21296373009681702	0.41428428888320923
